Date,Headline,Publisher,Topic,Source_Weight,Raw_Bullish,Raw_Bearish,Weighted_Bullish,Weighted_Bearish,NSS
2014-03-06,Gold Falls After Strong Jobless Report #Silver #Stock #MarketScreener https://t.co/sgJSZrfvJE https://t.co/JZ5Pu0GTuN,Twitter/Retail,Macro,0.5,0.03291701525449753,0.8867381811141968,0.016458507627248764,0.4433690905570984,-0.4269105829298496
2014-03-12,$ISVLF - IMPACT Silver reports Q3 results https://t.co/u9op6JwbRB,Twitter/Retail,Macro,0.5,0.039891693741083145,0.091904416680336,0.019945846870541573,0.045952208340168,-0.026006361469626427
2014-08-17,Hawkish FOMC sends dollar lower.,Twitter/Retail,Macro,0.5,0.8412318229675293,0.06765016913414001,0.42061591148376465,0.03382508456707001,0.38679082691669464
2014-10-23,Coronavirus fears raise market expectations for Fed rate cut in March https://t.co/Z33zqdljVu by @bcheungz https://t.co/XwHo1ZlMR2,Twitter/Retail,Macro,0.5,0.866405725479126,0.06430090963840485,0.433202862739563,0.03215045481920242,0.40105240792036057
2015-01-30,Silver Price Forecast – Silver Markets Continue Forming Support,Twitter/Retail,Macro,0.5,0.5363534688949585,0.025060992687940598,0.26817673444747925,0.012530496343970299,0.25564623810350895
2015-07-05,Read the latest FOMC statement https://t.co/VCPbCo6m61,Twitter/Retail,Macro,0.5,0.040900520980358124,0.021442415192723274,0.020450260490179062,0.010721207596361637,0.009729052893817425
2015-08-31,IMPACT Silver reports Q3 results,Twitter/Retail,Macro,0.5,0.026314422488212585,0.07353557646274567,0.013157211244106293,0.03676778823137283,-0.02361057698726654
2015-12-27,Silver Lingering at $17.00,Twitter/Retail,Macro,0.5,0.3005366623401642,0.18868419528007507,0.1502683311700821,0.09434209764003754,0.055926233530044556
2016-03-26,Equinox Wins Silver Lake Funds to Help Take Aim at Peloton,Twitter/Retail,Supply,0.5,0.8764262795448303,0.014583461917936802,0.43821313977241516,0.007291730958968401,0.43092140881344676
2016-04-21,Gold Falls After Strong Jobless Report #Silver #Stock #MarketScreener https://t.co/Oc9YF2qFrI https://t.co/02RqJbTnaD,Twitter/Retail,Macro,0.5,0.03587133437395096,0.908117949962616,0.01793566718697548,0.454058974981308,-0.4361233077943325
2016-04-28,"Most-active gold futures jumped 6.6% to $1,671.20 a troy ounce in New York. Silver, platinum and palladium all rose… https://t.co/aDRGg4L1ya",Twitter/Retail,Macro,0.5,0.9312213063240051,0.023720184341073036,0.46561065316200256,0.011860092170536518,0.45375056099146605
2016-05-27,Silver to Play a Critical Role in 5G Technologies  https://t.co/7POOYN8ZhV,Twitter/Retail,Macro,0.5,0.40465977787971497,0.007583335507661104,0.20232988893985748,0.003791667753830552,0.19853822118602693
2016-10-19,WATCH: Fed Chair Powell holds a press conference following the FOMC's unanimous decision to leave interest rates un… https://t.co/od2QG12LGo,Twitter/Retail,Macro,0.5,0.13942866027355194,0.035093698650598526,0.06971433013677597,0.017546849325299263,0.05216748081147671
2017-04-15,LIVE: Fed Chair Jerome Powell delivers remarks at the decade's last FOMC meeting https://t.co/4wAYSuWpHF,Twitter/Retail,Macro,0.5,0.03525138646364212,0.04742925614118576,0.01762569323182106,0.02371462807059288,-0.00608893483877182
2020-06-22,"Early Bird Weekend Report: Gold, Silver, And E-Mini S&P. Sign up for updates on Seeking Alpha!… https://t.co/BlKBfxruVK",Twitter/Retail,Macro,0.5,0.07288658618927002,0.017065752297639847,0.03644329309463501,0.008532876148819923,0.027910416945815086
2020-06-27,This former top Obama official says one silver bullet would raise $500 billion in personal-income tax https://t.co/DgBplbAdCO,Twitter/Retail,Macro,0.5,0.3335248827934265,0.012766801752150059,0.16676244139671326,0.006383400876075029,0.16037904052063823
2020-07-07,This chart setup signals a major rally ahead for gold and silver (via @TradingNation) https://t.co/VHHVxcDvPI,Twitter/Retail,Macro,0.5,0.650443971157074,0.02313101850450039,0.325221985578537,0.011565509252250195,0.3136564763262868
2021-04-04,"Financial conditions are in the driver seat for investors and the Fed rate decisions, says Jeffrey Rosenberg of Bla… https://t.co/hDyPx6PZca",Twitter/Retail,Macro,0.5,0.09505581110715866,0.053711581975221634,0.04752790555357933,0.026855790987610817,0.020672114565968513
2021-04-18,The Silver Lining in Ford's Struggling Chinese Market,Twitter/Retail,Macro,0.5,0.1848323792219162,0.6821021437644958,0.0924161896109581,0.3410510718822479,-0.24863488227128983
2021-04-22,FOMC dot plot indicates a long pause https://t.co/F6wezJ7rlP,Twitter/Retail,Macro,0.5,0.32943665981292725,0.02216818369925022,0.16471832990646362,0.01108409184962511,0.1536342380568385
2021-12-28,"Geopolitics, FOMC Meeting Minutes and Canadian Inflation in Focus",Twitter/Retail,Geopolitics,0.5,0.05290743708610535,0.028404828161001205,0.026453718543052673,0.014202414080500603,0.01225130446255207
2022-03-24,Silver Weekly Price Forecast – Silver Markets Drop Significantly,Twitter/Retail,Macro,0.5,0.010950850322842598,0.9701851606369019,0.005475425161421299,0.4850925803184509,-0.47961715515702963
2022-03-28,Silvercorp -20% as quarterly silver sales volumes remain flat,Twitter/Retail,Macro,0.5,0.9267741441726685,0.04802960529923439,0.46338707208633423,0.024014802649617195,0.43937226943671703
2023-01-26,LIVE NOW: Press conference with #FOMC Chair Powell: https://t.co/sh1FXgYlwr and https://t.co/FJa6TbkDMt,Twitter/Retail,Macro,0.5,0.019960159435868263,0.04031570628285408,0.009980079717934132,0.02015785314142704,-0.010177773423492908
2023-09-25,Dollar & Bond Yields Slide After FOMC Folds https://t.co/ITPlHnCbXG,Twitter/Retail,Macro,0.5,0.9453738927841187,0.010719524696469307,0.4726869463920593,0.0053597623482346535,0.4673271840438247
