Date,Open,High,Low,Close,Adj Close,Volume,Return,Log_Return,Ret_Lag_1,Ret_Lag_2,Ret_Lag_3,Ret_Lag_5,Ret_Lag_10,Daily_Range_Pct,Close_to_MA_5,Close_to_MA_10,Close_to_MA_20,Close_to_MA_50,Close_to_EMA_10,Close_to_EMA_20,Rolling_Std_10,Rolling_Std_20,RSI_14,MACD_Pct,Volume_to_MA_10,Target_Close_Next,Target_Return_Next,Target_Direction
2014-05-20,1290.699951171875,1294.5,1290.0999755859375,1294.5,1294.5,8.0,0.000618419153065819,0.0006182280107413695,0.00030921080078227803,-0.0001545815012562457,-0.009343610039140637,-0.0007718431760140865,-0.000534722056436232,0.0033990146110950176,0.9987347121092387,1.0008349993713486,0.9994942746779457,0.9903345837555612,0.9995801625870945,0.9983883451685192,0.006833785621413502,0.006785028400893693,47.102413418470185,0.0008288118831125128,0.3333333333194444,1288.0,-0.005021243723445368,0.0
2014-05-21,1287.4000244140625,1288.0,1287.4000244140625,1288.0,1288.0,2.0,-0.005021243723445368,-0.005033892527293425,0.000618419153065819,0.00030921080078227803,-0.0001545815012562457,0.00857405823827051,-0.015057763897382226,0.00046581955429930125,0.9964412811387902,0.9958557574312554,0.9943296996978609,0.9866042481772065,0.9955455261090815,0.994002343740951,0.005050410515023573,0.006873822525256995,43.42433276836479,0.0004640257268064236,0.09049773755246616,1294.9000244140625,0.005357161812160394,1.0
2014-05-22,1294.199951171875,1295.0,1294.199951171875,1294.9000244140625,1294.9000244140625,4.0,0.005357161812160394,0.005342863264509177,-0.005021243723445368,0.000618419153065819,0.00030921080078227803,-0.009343610039140637,-0.0009312053349445071,0.0006178460213459485,1.0015624184175027,1.0006104789059347,0.9994867321008921,0.9930656653040636,1.0007189234217482,0.999391395661805,0.005311191808945219,0.006890907875522406,48.06087942150479,0.0005775206441941495,0.249999999984375,1291.5999755859375,-0.0025484970004678864,0.0
2014-05-23,1293.199951171875,1293.4000244140625,1291.5999755859375,1291.5999755859375,1291.5999755859375,3.0,-0.0025484970004678864,-0.0025517499468733613,0.005357161812160394,-0.005021243723445368,0.000618419153065819,-0.0001545815012562457,-7.76569706707475e-05,0.0013936581466010042,0.999272738440946,0.9977289116824385,0.9972897885281768,0.9918644851670669,0.9985010779959187,0.997144120015225,0.005402584057024494,0.006668063304045586,46.114373694234324,0.00048735217963500455,0.18749999998828126,1291.5999755859375,0.0,0.0
2014-05-26,1293.199951171875,1293.4000244140625,1291.5999755859375,1291.5999755859375,1291.5999755859375,3.0,0.0,0.0,-0.0025484970004678864,0.005357161812160394,-0.005021243723445368,0.00030921080078227803,0.006447546370691226,0.0013936581466010042,0.9995975454809034,0.9980372952944777,0.9975709351701604,0.9931045376902539,0.9987732749484475,0.9974154056050701,0.004960214272495919,0.00666372948149174,46.11437369423432,0.00043214354983898127,0.20833333331886572,1265.4000244140625,-0.02028488051030608,0.0
2014-05-27,1291.9000244140625,1291.9000244140625,1265.4000244140625,1265.4000244140625,1265.4000244140625,25.0,-0.02028488051030608,-0.020493443975597544,0.0,-0.0025484970004678864,0.005357161812160394,0.000618419153065819,-0.0007718431760140865,0.020941994222159668,0.9837518653611619,0.9800034302436731,0.978491610441733,0.9743619989581684,0.9823510061498772,0.9793110471797801,0.008045736770522775,0.00802786873948814,33.58858325729342,-0.000911338976237646,1.677852348880681,1259.300048828125,-0.0048205906972081936,0.0
2014-05-28,1259.300048828125,1259.300048828125,1259.300048828125,1259.300048828125,1259.300048828125,168825.0,-0.0048205906972081936,-0.004832247220515854,-0.02028488051030608,0.0,-0.0025484970004678864,-0.005021243723445368,0.00857405823827051,0.0,0.9833979190546556,0.9787965334832229,0.9751432931919815,0.9708925414955341,0.9816105608393386,0.97695440148004,0.007103419620279025,0.008065895010073073,31.446882810229965,-0.0019990907908229664,9.992660507016318,1256.300048828125,-0.0023822757751750245,0.0
2014-05-29,1258.300048828125,1260.5999755859375,1250.9000244140625,1256.300048828125,1256.300048828125,38045.0,-0.0023822757751750245,-0.0023851179088375395,-0.0048205906972081936,-0.02028488051030608,0.0,0.005357161812160394,-0.009343610039140637,0.00772104656122803,0.9870054636639618,0.9792962905263901,0.9738307096273432,0.9696890585324874,0.9829766479204939,0.9769878921736624,0.006811916266682524,0.0078346329266114,30.41958086960811,-0.0026976420826839848,1.838215754202272,1245.5999755859375,-0.008517131916191967,0.0
2014-05-30,1255.0999755859375,1259.5999755859375,1241.800048828125,1245.5999755859375,1245.5999755859375,3839.0,-0.008517131916191967,-0.008553609957438202,-0.0023822757751750245,-0.0048205906972081936,-0.02028488051030608,-0.0025484970004678864,-0.0001545815012562457,0.014290243341919874,0.9857237513426488,0.9745792340184131,0.9676742505435855,0.9627736637473393,0.9791254834493428,0.971566025411791,0.006950324385050397,0.007000230629310158,27.028121989571545,-0.003524278058328831,0.18211747739541256,1243.699951171875,-0.0015253889300765877,0.0
2014-06-02,1250.0,1250.699951171875,1240.9000244140625,1243.699951171875,1243.699951171875,774.0,-0.0015253889300765877,-0.0015265535202231989,-0.008517131916191967,-0.0023822757751750245,-0.0048205906972081936,0.0,0.00030921080078227803,0.007879655176136759,0.991738785613867,0.9769143963009921,0.968655160454252,0.9623091988781657,0.9816241237216758,0.9728558136778889,0.006855454635530114,0.00680053907454175,26.463907272297106,-0.0038976816040565496,0.036590900495440955,1244.300048828125,0.00048250999421894925,1.0
