Date,Headline,Publisher,Topic,Source_Weight,Raw_Bullish,Raw_Bearish,Weighted_Bullish,Weighted_Bearish,NSS
2014-03-28,"Greenlane Renewables Signs New $7.0 Million System Supply Contract with the Renewable Natural Gas Company, a Leader in Landfill Gas to RNG Projects",Twitter/Retail,Supply,0.5,0.9364509582519531,0.0117618003860116,0.46822547912597656,0.0058809001930058,0.46234457893297076
2014-04-26,The burning and releasing of vast amounts of natural gas into the atmosphere in America's top shale basin is much b… https://t.co/1GTK2pVATM,Twitter/Retail,Macro,0.5,0.04998258128762245,0.04697223752737045,0.024991290643811226,0.023486118763685226,0.0015051718801259995
2014-05-21,$UNG $CHK $RRC - Natural gas hits the skids on warm winter weather outlook https://t.co/WZRJoML1jT,Twitter/Retail,Macro,0.5,0.3547426164150238,0.5518059730529785,0.1773713082075119,0.27590298652648926,-0.09853167831897736
2014-11-25,PUCO accepts results of Dominion Energy Ohio's natural gas supply auction #Stock #MarketScreener… https://t.co/91Trlb6bEf,Twitter/Retail,Supply,0.5,0.07489047944545746,0.016639258712530136,0.03744523972272873,0.008319629356265068,0.02912561036646366
2015-01-05,Natural Gas Price Fundamental Daily Forecast – Early Weakness as Forecasts Indicate Return to Seasonal Temperatures,Twitter/Retail,Macro,0.5,0.12690745294094086,0.8565369844436646,0.06345372647047043,0.4282684922218323,-0.36481476575136185
2015-12-29,"Natural Gas Demand Is Rising, But Production Has Reached A Major Long-Term Peak. Keep reading:… https://t.co/gXfKjJLCqJ",Twitter/Retail,Macro,0.5,0.5654526948928833,0.12252815812826157,0.28272634744644165,0.06126407906413078,0.22146226838231087
2016-02-05,Much of the electricity that will be used to recharge electric vehicles in the future will come from natural gas be… https://t.co/dCoddkApke,Twitter/Retail,Macro,0.5,0.053932249546051025,0.011044048704206944,0.026966124773025513,0.005522024352103472,0.02144410042092204
2016-03-25,$UNG $UGAZ $DGAZ - Natural gas sinks 5% to near four-year lows https://t.co/U80UHz81yR,Twitter/Retail,Macro,0.5,0.019855961203575134,0.9653139114379883,0.009927980601787567,0.48265695571899414,-0.4727289751172066
2016-04-23,"Jan. natural gas traded at $2.289/mln Btus, up 4.7 cents, or 2.1%",Twitter/Retail,Supply,0.5,0.9434150457382202,0.02520384080708027,0.4717075228691101,0.012601920403540134,0.45910560246557
2016-05-16,Natural gas production in the U.S. is expected to drop by the fastest pace ever next year https://t.co/2n0o5cGvOf,Twitter/Retail,Macro,0.5,0.006556080654263496,0.9677520990371704,0.003278040327131748,0.4838760495185852,-0.48059800919145346
2016-09-22,Some expect natural gas prices to fall to levels not seen in three years https://t.co/2zAY6thZiD,Twitter/Retail,Macro,0.5,0.00824117474257946,0.9672850966453552,0.00412058737128973,0.4836425483226776,-0.4795219609513879
2017-06-24,"Natural Gas: Production Hits All-Time High, But Prices Supported By Bullish Weather. Continue reading:… https://t.co/cXoctDD13P",Twitter/Retail,Supply,0.5,0.8565541505813599,0.06403748691082001,0.42827707529067993,0.032018743455410004,0.39625833183526993
2017-11-28,"Qatar, the world's biggest supplier of liquefied natural gas, plans to boost output capacity by almost two thirds https://t.co/D8XYpUKFl6",Twitter/Retail,Supply,0.5,0.9479909539222717,0.01580597646534443,0.47399547696113586,0.007902988232672215,0.46609248872846365
2018-08-29,Smart Cannabis Cultivators are Leveraging Natural Gas to Cut HVAC Costs up to 80%,Twitter/Retail,Macro,0.5,0.9064805507659912,0.01142057403922081,0.4532402753829956,0.005710287019610405,0.4475299883633852
